年 月 日 时 气温 露点温度 海平面压力 风向 风速 天气条件覆盖代码 液体沉淀深度(一小时) 液体沉淀深度(六小时)
2017 06 14 03   250   234 10092   160    30     8 -9999 -9999
2017 06 14 04   220   210 -9999    40    70 -9999 -9999 -9999
2017 06 14 05   220   210 -9999    40    80 -9999 -9999 -9999
2017 06 14 06   232   230 10097   160    30     8 -9999     1
2017 06 14 07   230   210 -9999    50    70 -9999 -9999 -9999
2017 06 14 08   230   210 -9999    50    70 -9999 -9999 -9999
2017 06 14 09   221   219 10103   320    20     8 -9999 -9999
2017 06 14 10   210   210 -9999    40    50 -9999 -9999 -9999
2017 06 14 11   210   200 -9999    40    60 -9999 -9999 -9999
2017 06 14 12   208   206 10115   340    20     8 -9999   270
2017 06 14 13   210   200 -9999    30    60 -9999 -9999 -9999
2017 06 14 14   210   200 -9999    40    50 -9999 -9999 -9999
2017 06 14 15   207   205 10120   290    20     9 -9999 -9999
2017 06 14 16   210   200 -9999    30    50 -9999 -9999 -9999
2017 06 14 17   210   200 -9999    30    30 -9999 -9999 -9999
2017 06 14 18   204   202 10107   220    20     9 -9999    90
2017 06 14 19   200   200 -9999   340    20 -9999 -9999 -9999
2017 06 14 20   200   200 -9999    10    30 -9999 -9999 -9999
2017 06 14 21   197   195 10111   320    20     9 -9999 -9999
2017 06 14 22   200   190 -9999    10    40 -9999 -9999 -9999
2017 06 14 23   200   200 -9999    20    40 -9999 -9999 -9999
2017 06 15 00   208   191 10120   360    20     8 -9999   110
2017 06 15 01   210   190 -9999    20    30 -9999 -9999 -9999
2017 06 15 02   220   190 -9999    20    50 -9999 -9999 -9999
2017 06 15 03   199   197 10121   320    10     8 -9999 -9999
2017 06 15 06   206   204 10108   290    10     8 -9999    60
2017 06 15 07   210   200 -9999    40    60 -9999 -9999 -9999
2017 06 15 08   210   200 -9999    40    60 -9999 -9999 -9999
2017 06 15 09   202   200 10104    70    10     8 -9999 -9999
2017 06 15 10   200   200 -9999    30    40 -9999 -9999 -9999
2017 06 15 11   200   200 -9999    30    40 -9999 -9999 -9999
2017 06 15 12   197   195 10112   320    20     8 -9999   160
2017 06 15 13   200   200 -9999    40    50 -9999 -9999 -9999
2017 06 15 14   200   200 -9999    30    30 -9999 -9999 -9999
2017 06 15 15   197   195 10112   290    10     9 -9999 -9999
2017 06 15 16   200   200 -9999    20    20 -9999 -9999 -9999
2017 06 15 17   200   200 -9999    40    40 -9999 -9999 -9999
2017 06 15 18   197   195 10089   320    10     9 -9999   180
2017 06 15 19   200   200 -9999    10    20 -9999 -9999 -9999
2017 06 15 20   200   200 -9999    20    20 -9999 -9999 -9999
2017 06 15 21   196   194 10081   220    10     9 -9999 -9999
2017 06 15 22   200   200 -9999    10    10 -9999 -9999 -9999
2017 06 15 23   200   200 -9999   340    20 -9999 -9999 -9999
2017 06 16 00   198   196 10096   290    10     8 -9999    80
2017 06 16 01   200   200 -9999    20    30 -9999 -9999 -9999
2017 06 16 02   200   200 -9999    30    40 -9999 -9999 -9999
2017 06 16 03   202   200 10096   290    20     8 -9999 -9999
2017 06 16 04   200   200 -9999    10    30 -9999 -9999 -9999
2017 06 16 05   210   200 -9999    10    30 -9999 -9999 -9999
2017 06 16 06   203   201 10080   290    10     8 -9999    90
2017 06 16 07   210   200 -9999    10    30 -9999 -9999 -9999
2017 06 16 08   210   200 -9999    10    20 -9999 -9999 -9999
2017 06 16 09   203   201 10072   290    10     8 -9999 -9999
2017 06 16 10   200   200 -9999   350    30 -9999 -9999 -9999
2017 06 16 11   210   200 -9999    20    40 -9999 -9999 -9999
2017 06 16 12   199   197 10081   340    30     8 -9999   110
2017 06 16 13   200   190 -9999   350    30 -9999 -9999 -9999
2017 06 16 14   200   190 -9999   350    20 -9999 -9999 -9999
2017 06 16 15   197   195 10081   270    20     9 -9999 -9999
2017 06 16 16   200   190 -9999   320    20 -9999 -9999 -9999
2017 06 16 17   200   190 -9999   340    20 -9999 -9999 -9999
2017 06 16 18   194   192 10064   290    30     9 -9999    70
2017 06 16 19   200   190 -9999   320    20 -9999 -9999 -9999
2017 06 16 20   200   190 -9999   320    30 -9999 -9999 -9999
2017 06 16 21   193   191 10060   320    20     9 -9999 -9999
2017 06 16 22   200   190 -9999   320    30 -9999 -9999 -9999
2017 06 16 23   200   200 -9999   320    20 -9999 -9999 -9999
2017 06 17 00   199   197 10076   290    20     8 -9999   130
2017 06 17 01   210   200 -9999   330    20 -9999 -9999 -9999
2017 06 17 02   210   200 -9999   350    20 -9999 -9999 -9999
2017 06 17 03   211   209 10081   290    20     8 -9999 -9999
2017 06 17 04   210   210 -9999    10    30 -9999 -9999 -9999
2017 06 17 05   220   210 -9999    40    60 -9999 -9999 -9999
2017 06 17 06   217   215 10075   250    10     8 -9999    80
2017 06 17 07   210   210 -9999    30    60 -9999 -9999 -9999
2017 06 17 08   210   210 -9999    40    70 -9999 -9999 -9999
2017 06 17 09   212   210 10075   270    20     8 -9999 -9999
2017 06 17 10   210   210 -9999    40    60 -9999 -9999 -9999
2017 06 17 11   210   210 -9999    40    70 -9999 -9999 -9999
2017 06 17 12   206   204 10090   270    20     8 -9999    10
2017 06 17 13   210   200 -9999    30    50 -9999 -9999 -9999
2017 06 17 14   210   210 -9999    30    50 -9999 -9999 -9999
2017 06 17 15   203   201 10093   360    30     9 -9999 -9999
2017 06 17 16   210   210 -9999    30    50 -9999 -9999 -9999
2017 06 17 17   210   210 -9999    30    50 -9999 -9999 -9999
2017 06 17 18   204   202 10079   340    20     9 -9999     9
2017 06 17 19   210   200 -9999    20    40 -9999 -9999 -9999
2017 06 17 20   210   200 -9999    20    30 -9999 -9999 -9999
2017 06 17 21   201   199 10078   340    30     9 -9999 -9999
2017 06 17 22   200   200 -9999    10    30 -9999 -9999 -9999
2017 06 17 23   210   210 -9999    20    40 -9999 -9999 -9999
2017 06 18 00   200   198 10084   340    40     8 -9999    50
2017 06 18 01   210   210 -9999    10    50 -9999 -9999 -9999
2017 06 18 02   210   210 -9999    10    30 -9999 -9999 -9999
2017 06 18 03   211   209 10086   320    20     8 -9999 -9999
2017 06 18 04   220   210 -9999   360    30 -9999 -9999 -9999
2017 06 18 05   220   210 -9999    10    30 -9999 -9999 -9999
2017 06 18 06   223   221 10075   320    30     8 -9999    10
2017 06 18 07   220   210 -9999   320    20 -9999 -9999 -9999
2017 06 18 08   220   210 -9999   320    30 -9999 -9999 -9999
2017 06 18 09   215   213 10074   320    20     8 -9999 -9999
2017 06 18 10   210   210 -9999   310    30 -9999 -9999 -9999
2017 06 18 11   210   210 -9999   290    20 -9999 -9999 -9999
2017 06 18 12   209   207 10080   290    20     8 -9999    50
2017 06 18 13   220   210 -9999 -9999    10 -9999 -9999 -9999
2017 06 18 14   220   210 -9999   260    20 -9999 -9999 -9999
2017 06 18 15   209   207 10088   220    20     9 -9999 -9999
2017 06 18 16   220   210 -9999   280    20 -9999 -9999 -9999
2017 06 18 17   220   210 -9999   270    20 -9999 -9999 -9999
2017 06 18 18   210   208 10071   260    20     9 -9999    10
2017 06 18 19   210   210 -9999 -9999    10 -9999 -9999 -9999
2017 06 18 20   220   210 -9999 -9999    10 -9999 -9999 -9999
2017 06 18 21   211   209 10067   160    10     9 -9999 -9999
2017 06 18 22   220   220 -9999     0     0 -9999 -9999 -9999
2017 06 18 23   220   220 -9999   310    10 -9999 -9999 -9999
2017 06 19 00   215   213 10071   290    10     8 -9999    50
2017 06 19 01   220   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 19 02   230   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 19 03   233   231 10073   340    20     8 -9999 -9999
2017 06 19 04   230   220 -9999   180    30 -9999 -9999 -9999
2017 06 19 05   230   230 -9999   170    20 -9999 -9999 -9999
2017 06 19 06   240   238 10056   220    10     8 -9999     6
2017 06 19 07   250   240 -9999   210    50 -9999 -9999 -9999
2017 06 19 08   250   240 -9999   220    30 -9999 -9999 -9999
2017 06 19 09   243   241 10050   340    10     7 -9999 -9999
2017 06 19 10   260   240 -9999   200    40 -9999 -9999 -9999
2017 06 19 11   250   240 -9999   200    40 -9999 -9999 -9999
2017 06 19 12   235   233 10055   250    10     8 -9999     2
2017 06 19 13   250   240 -9999   200    50 -9999 -9999 -9999
2017 06 19 14   250   240 -9999   200    60 -9999 -9999 -9999
2017 06 19 15   231   229 10054   290    20     9 -9999 -9999
2017 06 19 16   250   240 -9999   200    40 -9999 -9999 -9999
2017 06 19 17   250   240 -9999   210    40 -9999 -9999 -9999
2017 06 19 18   230   228 10040   340    10     9 -9999     1
2017 06 19 19   260   240 -9999   210    60 -9999 -9999 -9999
2017 06 19 20   250   240 -9999   210    50 -9999 -9999 -9999
2017 06 19 21   227   225 10036    20    10     9 -9999 -9999
2017 06 19 22   260   240 -9999   210    60 -9999 -9999 -9999
2017 06 19 23   260   240 -9999   210    60 -9999 -9999 -9999
2017 06 20 00   242   240 10048   220    10     8 -9999     8
2017 06 20 01   260   250 -9999   210    60 -9999 -9999 -9999
2017 06 20 02   260   250 -9999   210    50 -9999 -9999 -9999
2017 06 20 03   252   250 10050   340    20     8 -9999 -9999
2017 06 20 04   280   250 -9999   200    70 -9999 -9999 -9999
2017 06 20 05   290   250 -9999   200    70 -9999 -9999 -9999
2017 06 20 06   275   272 10035   320    10     8 -9999    10
2017 06 20 07   270   250 -9999   210    50 -9999 -9999 -9999
2017 06 20 08   260   250 -9999   210    30 -9999 -9999 -9999
2017 06 20 09   253   251 10032    70    20     8 -9999 -9999
2017 06 20 10   260   240 -9999   210    50 -9999 -9999 -9999
2017 06 20 11   250   240 -9999   220    30 -9999 -9999 -9999
2017 06 20 12   234   232 10049    20    20     8 -9999   160
2017 06 20 13   250   240 -9999   360    20 -9999 -9999 -9999
2017 06 20 14   240   230 -9999    40    20 -9999 -9999 -9999
2017 06 20 15   233   231 10060   270    20     9 -9999 -9999
2017 06 20 16   240   230 -9999   360    20 -9999 -9999 -9999
2017 06 20 17   240   230 -9999   350    20 -9999 -9999 -9999
2017 06 20 18   229   227 10050    70    10     9 -9999   200
2017 06 20 19   240   240 -9999 -9999    10 -9999 -9999 -9999
2017 06 20 20   250   240 -9999   240    20 -9999 -9999 -9999
2017 06 20 21   229   227 10050   320    10     9 -9999 -9999
2017 06 20 22   260   240 -9999   220    30 -9999 -9999 -9999
2017 06 20 23   250   250 -9999   220    40 -9999 -9999 -9999
2017 06 21 00   231   229 10062    40    10     8 -9999   150
2017 06 21 01   260   250 -9999   210    30 -9999 -9999 -9999
2017 06 21 02   270   250 -9999   210    50 -9999 -9999 -9999
2017 06 21 03   261   259 10062    20    10     8 -9999 -9999
2017 06 21 04   290   250 -9999   210    50 -9999 -9999 -9999
2017 06 21 05   300   260 -9999   200    60 -9999 -9999 -9999
2017 06 21 06   287   275 10043   160    20     7 -9999     9
2017 06 21 07   290   250 -9999   200    70 -9999 -9999 -9999
2017 06 21 08   290   250 -9999   210    70 -9999 -9999 -9999
2017 06 21 09   285   255 10038   180    20     8 -9999 -9999
2017 06 21 10   280   250 -9999   210    50 -9999 -9999 -9999
2017 06 21 11   270   250 -9999   200    50 -9999 -9999 -9999
2017 06 21 12   274   258 10062   140    20     8 -9999    -1
2017 06 21 13   270   250 -9999   190    60 -9999 -9999 -9999
2017 06 21 14   270   250 -9999   200    50 -9999 -9999 -9999
2017 06 21 15   256   254 10074   160    20     9 -9999 -9999
2017 06 21 16   260   250 -9999   200    50 -9999 -9999 -9999
2017 06 21 17   270   250 -9999   200    40 -9999 -9999 -9999
2017 06 21 18   259   257 10062   110    30     9 -9999     9
2017 06 21 19   270   250 -9999   210    60 -9999 -9999 -9999
2017 06 21 20   260   250 -9999   210    60 -9999 -9999 -9999
2017 06 21 21   251   249 10063   340    10     9 -9999 -9999
2017 06 21 22   270   250 -9999   220    60 -9999 -9999 -9999
2017 06 21 23   280   250 -9999   220    50 -9999 -9999 -9999
2017 06 22 00   272   270 10077   160    20     7 -9999 -9999
2017 06 22 01   280   250 -9999   210    50 -9999 -9999 -9999
2017 06 22 02   290   250 -9999   210    60 -9999 -9999 -9999
2017 06 22 03   309   253 10079   200    20     7 -9999 -9999
2017 06 22 04   300   260 -9999   190    70 -9999 -9999 -9999
2017 06 22 05   290   260 -9999   200    70 -9999 -9999 -9999
2017 06 22 06   311   245 10064   200    50     7 -9999 -9999
2017 06 22 07   290   260 -9999   200    70 -9999 -9999 -9999
2017 06 22 08   280   260 -9999   200    70 -9999 -9999 -9999
2017 06 22 09   295   267 10062   140    30     7 -9999 -9999
2017 06 22 10   270   250 -9999   190    30 -9999 -9999 -9999
2017 06 22 11   270   250 -9999   190    50 -9999 -9999 -9999
2017 06 22 12   280   269 10077   140    30     6 -9999 -9999
2017 06 22 13   270   250 -9999   210    50 -9999 -9999 -9999
2017 06 22 14   280   250 -9999   230    50 -9999 -9999 -9999
2017 06 22 15   270   267 10088   160    20     9 -9999 -9999
2017 06 22 16   270   250 -9999   200    30 -9999 -9999 -9999
2017 06 22 17   270   250 -9999   250    20     0 -9999 -9999
2017 06 22 18   264   262 10078   160    10     9 -9999 -9999
2017 06 22 19   270   250 -9999   250    40     0 -9999 -9999
2017 06 22 20   270   250 -9999   240    40 -9999 -9999 -9999
2017 06 22 21   258   256 10075   360    10     9 -9999 -9999
2017 06 22 22   260   250 -9999   210    30     0 -9999 -9999
2017 06 22 23   270   250 -9999   200    50     0 -9999 -9999
2017 06 23 00   285   273 10079   270    10     2 -9999 -9999
2017 06 23 01   290   260 -9999   190    60 -9999 -9999 -9999
2017 06 23 02   300   260 -9999   180    60     0 -9999 -9999
2017 06 23 03   325   251 10070   200    20     4 -9999 -9999
2017 06 23 04   300   260 -9999   170    70 -9999 -9999 -9999
2017 06 23 05   310   260 -9999   180    80 -9999 -9999 -9999
2017 06 23 06   325   256 10047   140    50     6 -9999 -9999
2017 06 23 07   310   260 -9999   180    60 -9999 -9999 -9999
2017 06 23 08   310   250 -9999   190    60 -9999 -9999 -9999
2017 06 23 09   321   262 10036   140    30     7 -9999 -9999
2017 06 23 10   300   250 -9999   210    60 -9999 -9999 -9999
2017 06 23 11   280   250 -9999   190    40 -9999 -9999 -9999
2017 06 23 12   295   261 10053   140    40     7 -9999 -9999
2017 06 23 13   270   250 -9999   180    40 -9999 -9999 -9999
2017 06 23 14   270   250 -9999   190    50 -9999 -9999 -9999
2017 06 23 15   279   263 10061   160    30     9 -9999 -9999
2017 06 23 16   270   250 -9999   170    20 -9999 -9999 -9999
2017 06 23 17   270   250 -9999   200    30 -9999 -9999 -9999
2017 06 23 18   272   260 10050   160    20     9 -9999 -9999
2017 06 23 19   260   250 -9999   210    50     0 -9999 -9999
2017 06 23 20   260   250 -9999   190    60     0 -9999 -9999
2017 06 23 21   262   260 10043   140    20     9 -9999 -9999
2017 06 23 22   270   250 -9999   210    30 -9999 -9999 -9999
2017 06 23 23   280   250 -9999   210    50 -9999 -9999 -9999
2017 06 24 00   297   257 10051   180    20     7 -9999 -9999
2017 06 24 01   300   260 -9999   200    60 -9999 -9999 -9999
2017 06 24 02   300   260 -9999   190    70 -9999 -9999 -9999
2017 06 24 03   332   244 10046   160    30     7 -9999 -9999
2017 06 24 04   310   260 -9999   190    80 -9999 -9999 -9999
2017 06 24 05   310   260 -9999   190    70 -9999 -9999 -9999
2017 06 24 06   346   236 10027   200    30     7 -9999 -9999
2017 06 24 07   310   270 -9999   200    80 -9999 -9999 -9999
2017 06 24 08   310   260 -9999   200    80 -9999 -9999 -9999
2017 06 24 09   341   263 10014   160    30     7 -9999 -9999
2017 06 24 10   290   260 -9999   210    70 -9999 -9999 -9999
2017 06 24 11   280   260 -9999   210    90 -9999 -9999 -9999
2017 06 24 12   302   266 10039   160    30     7 -9999 -9999
2017 06 24 13   280   260 -9999   210    50 -9999 -9999 -9999
2017 06 24 14   280   250 -9999   210    50 -9999 -9999 -9999
2017 06 24 15   286   266 10047   160    20     9 -9999 -9999
2017 06 24 16   280   260 -9999   210    50 -9999 -9999 -9999
2017 06 24 17   270   260 -9999   190    60 -9999 -9999 -9999
2017 06 24 18   280   264 10037   110    20     9 -9999 -9999
2017 06 24 19   270   250 -9999   200    50 -9999 -9999 -9999
2017 06 24 20   270   250 -9999   200    40 -9999 -9999 -9999
2017 06 24 21   275   264 10037   340    20     9 -9999 -9999
2017 06 24 22   270   250 -9999   210    40     0 -9999 -9999
2017 06 24 23   280   260 -9999   210    60 -9999 -9999 -9999
2017 06 25 00   302   257 10045   200    10     7 -9999 -9999
2017 06 25 01   300   260 -9999   200    60 -9999 -9999 -9999
2017 06 25 02   300   260 -9999   180    70 -9999 -9999 -9999
2017 06 25 03   335   244 10040   180    40     7 -9999 -9999
2017 06 25 04   310   270 -9999   190    70 -9999 -9999 -9999
2017 06 25 05   310   260 -9999   200    70 -9999 -9999 -9999
2017 06 25 06   341   241 10026   220    40     7 -9999 -9999
2017 06 25 07   300   260 -9999   200    90 -9999 -9999 -9999
2017 06 25 08   300   260 -9999   200    80 -9999 -9999 -9999
2017 06 25 09   313   266 10022   140    40     7 -9999 -9999
2017 06 25 10   280   250 -9999   200    80 -9999 -9999 -9999
2017 06 25 11   280   250 -9999   210    70 -9999 -9999 -9999
2017 06 25 12   293   265 10046   140    40     7 -9999 -9999
2017 06 25 13   280   250 -9999   210    40 -9999 -9999 -9999
2017 06 25 14   280   250 -9999   200    60 -9999 -9999 -9999
2017 06 25 15   284   262 10060   140    30     9 -9999 -9999
2017 06 25 16   280   250 -9999   180    20 -9999 -9999 -9999
2017 06 25 17   280   260 -9999   200    30 -9999 -9999 -9999
2017 06 25 18   277   265 10057   140    20     9 -9999 -9999
2017 06 25 19   270   250 -9999   190    30 -9999 -9999 -9999
2017 06 25 20   270   260 -9999   210    40 -9999 -9999 -9999
2017 06 25 21   274   265 10056   160    20     9 -9999 -9999
2017 06 25 22   270   260 -9999   200    40 -9999 -9999 -9999
2017 06 25 23   270   260 -9999   200    60 -9999 -9999 -9999
2017 06 26 00   298   268 10068   110    20     7 -9999 -9999
2017 06 26 01   290   260 -9999   190    50 -9999 -9999 -9999
2017 06 26 02   300   260 -9999   190    50 -9999 -9999 -9999
2017 06 26 03   312   253 10064    90    10     7 -9999 -9999
2017 06 26 04   300   260 -9999   190    70 -9999 -9999 -9999
2017 06 26 05   290   260 -9999   170    60 -9999 -9999 -9999
2017 06 26 06   260   258 10054   160    50     8 -9999   170
2017 06 26 07   240   240 -9999   180    20 -9999 -9999 -9999
2017 06 26 08   250   240 -9999    30    30 -9999 -9999 -9999
2017 06 26 09   254   252 10070    70    20     8 -9999 -9999
2017 06 26 10   230   230 -9999    50    70 -9999 -9999 -9999
2017 06 26 11   230   230 -9999    80    50 -9999 -9999 -9999
2017 06 26 12   242   240 10088   160    20     6 -9999   160
2017 06 26 13   230   210 -9999    40    40 -9999 -9999 -9999
2017 06 26 14   230   220 -9999    20    30 -9999 -9999 -9999
2017 06 26 15   231   229 10104   160    30     9 -9999 -9999
2017 06 26 16   230   200 -9999    10    20 -9999 -9999 -9999
2017 06 26 17   230   210 -9999    20    20 -9999 -9999 -9999
2017 06 26 18   231   224 10096   220    10     9 -9999     1
2017 06 26 19   230   210 -9999   310    10 -9999 -9999 -9999
2017 06 26 20   230   220 -9999     0     0 -9999 -9999 -9999
2017 06 26 21   230   223 10091    90    10     9 -9999 -9999
2017 06 26 22   230   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 26 23   240   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 27 00   245   228 10099   140    10     8 -9999 -9999
2017 06 27 01   250   220 -9999   140    20 -9999 -9999 -9999
2017 06 27 02   250   220 -9999   110    20 -9999 -9999 -9999
2017 06 27 03   281   241 10094   160    20     6 -9999 -9999
2017 06 27 04   260   220 -9999    70    40 -9999 -9999 -9999
2017 06 27 05   260   220 -9999    50    60 -9999 -9999 -9999
2017 06 27 06   250   248 10093    70    30     8 -9999   140
2017 06 27 07   240   220 -9999    40    60 -9999 -9999 -9999
2017 06 27 08   230   220 -9999    60    60 -9999 -9999 -9999
2017 06 27 09   237   235 10103   180    30     8 -9999 -9999
2017 06 27 10   230   220 -9999    30    30 -9999 -9999 -9999
2017 06 27 11   230   220 -9999    60    20 -9999 -9999 -9999
2017 06 27 12   234   232 10118   160    40     8 -9999   170
2017 06 27 13   230   220 -9999    30    20 -9999 -9999 -9999
2017 06 27 14   230   220 -9999   350    10 -9999 -9999 -9999
2017 06 27 15   234   231 10121   160    20     9 -9999 -9999
2017 06 27 16   230   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 27 17   230   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 27 18   235   227 10110 -9999    10     9 -9999 -9999
2017 06 27 19   230   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 27 20   230   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 27 21   234   232 10107   320    20     9 -9999 -9999
2017 06 27 22   230   230 -9999    30    10 -9999 -9999 -9999
2017 06 27 23   250   230 -9999     0     0 -9999 -9999 -9999
2017 06 28 00   261   241 10108   200    10     3 -9999 -9999
2017 06 28 01   260   230 -9999    90    20 -9999 -9999 -9999
2017 06 28 02   270   240 -9999    90    30 -9999 -9999 -9999
2017 06 28 03   299   263 10106   160    30     3 -9999 -9999
2017 06 28 04   280   240 -9999   120    30 -9999 -9999 -9999
2017 06 28 05   280   240 -9999   110    20 -9999 -9999 -9999
2017 06 28 06   303   258 10093   140    50     6 -9999 -9999
2017 06 28 07   300   260 -9999   120    30 -9999 -9999 -9999
2017 06 28 08   270   250 -9999   120    30 -9999 -9999 -9999
2017 06 28 09   247   242 10100   270    40     8 -9999 -9999
2017 06 28 10   270   260 -9999    30    20 -9999 -9999 -9999
2017 06 28 11   230   230 -9999   320    40 -9999 -9999 -9999
2017 06 28 12   239   237 10116   290    30     8 -9999    70
2017 06 28 13   240   240 -9999 -9999    10 -9999 -9999 -9999
2017 06 28 14   240   240 -9999 -9999    10 -9999 -9999 -9999
2017 06 28 15   236   234 10126   180    10     9 -9999 -9999
2017 06 28 16   240   240 -9999 -9999    10 -9999 -9999 -9999
2017 06 28 17   240   230 -9999 -9999    10 -9999 -9999 -9999
2017 06 28 18   236   234 10108   320    10     9 -9999     6
2017 06 28 19   240   230 -9999   280    30 -9999 -9999 -9999
2017 06 28 20   240   230 -9999   300    20 -9999 -9999 -9999
2017 06 28 21   233   231 10112   250    10     9 -9999 -9999
2017 06 28 22   240   230 -9999   270    20 -9999 -9999 -9999
2017 06 28 23   250   240 -9999   280    20 -9999 -9999 -9999
2017 06 29 00   252   245 10115   320    10     7 -9999 -9999
2017 06 29 01   290   250 -9999 -9999    10 -9999 -9999 -9999
2017 06 29 02   280   240 -9999   180    30 -9999 -9999 -9999
2017 06 29 03   300   264 10106   290    10     7 -9999 -9999
2017 06 29 04   290   250 -9999   130    30 -9999 -9999 -9999
2017 06 29 05   300   250 -9999   120    40 -9999 -9999 -9999
2017 06 29 06   323   259 10083   140    30     7 -9999 -9999
2017 06 29 07   300   260 -9999   160    60 -9999 -9999 -9999
2017 06 29 08   300   250 -9999   170    60 -9999 -9999 -9999
2017 06 29 09   305   256 10076   140    40     6 -9999 -9999
2017 06 29 10   280   260 -9999   180    50 -9999 -9999 -9999
2017 06 29 11   280   260 -9999   190    40 -9999 -9999 -9999
2017 06 29 12   238   231 10107    90    10     6 -9999   110
2017 06 29 13   270   230 -9999 -9999    10 -9999 -9999 -9999
2017 06 29 14   260   230 -9999 -9999    10 -9999 -9999 -9999
2017 06 29 15   235   233 10108   290    20     9 -9999 -9999
2017 06 29 16   250   230 -9999 -9999    10 -9999 -9999 -9999
2017 06 29 17   250   220 -9999   240    20 -9999 -9999 -9999
2017 06 29 18   230   228 10096   290    20     9 -9999     1
2017 06 29 19   250   220 -9999 -9999    10 -9999 -9999 -9999
2017 06 29 20   250   220 -9999   270    20 -9999 -9999 -9999
2017 06 29 21   227   225 10100   290    20     9 -9999 -9999
2017 06 29 22   250   230 -9999 -9999    10 -9999 -9999 -9999
2017 06 29 23   260   230 -9999   290    20 -9999 -9999 -9999
2017 06 30 00   257   236 10102 -9999    10     4 -9999 -9999
2017 06 30 01   290   250 -9999 -9999    10 -9999 -9999 -9999
2017 06 30 02   300   250 -9999   110    30 -9999 -9999 -9999
2017 06 30 03   305   242 10095   180    20     2 -9999 -9999
2017 06 30 06   334   234 10077   160    20     2 -9999 -9999
2017 06 30 09   300   250 -9999   180    70 -9999 -9999 -9999
2017 06 30 11   280   250 -9999   190    50 -9999 -9999 -9999
2017 06 30 12   294   241 10084   160    50     1 -9999 -9999
2017 06 30 13   280   250 -9999   180    40 -9999 -9999 -9999
2017 06 30 14   280   250 -9999   190    50 -9999 -9999 -9999
2017 06 30 15   277   235 10088   160    20     9 -9999 -9999
2017 06 30 16   270   240 -9999   230    30 -9999 -9999 -9999
2017 06 30 17   270   240 -9999   220    30 -9999 -9999 -9999
2017 06 30 18   269   242 10081   140    20     9 -9999 -9999
2017 06 30 19   270   240 -9999   220    30 -9999 -9999 -9999
2017 06 30 20   260   240 -9999   240    20 -9999 -9999 -9999
2017 06 30 21   259   243 10074   140    30     9 -9999 -9999
2017 06 30 22   260   250 -9999   210    20 -9999 -9999 -9999
2017 06 30 23   270   250 -9999   230    20 -9999 -9999 -9999
2017 07 01 00   289   233 10083   220    20     2 -9999 -9999
2017 07 01 01   290   260 -9999   170    50 -9999 -9999 -9999
2017 07 01 02   300   260 -9999   160    60 -9999 -9999 -9999
2017 07 01 03   300   242 10079   200    30     6 -9999 -9999
2017 07 01 04   300   250 -9999   170    60 -9999 -9999 -9999
2017 07 01 05   310   250 -9999   170    70 -9999 -9999 -9999
2017 07 01 06   320   243 10064   160    40     6 -9999 -9999
2017 07 01 07   310   260 -9999   180    70 -9999 -9999 -9999
2017 07 01 08   310   250 -9999   200    70 -9999 -9999 -9999
2017 07 01 09   299   241 10060   220    20     7 -9999 -9999
2017 07 01 10   290   250 -9999   200    50 -9999 -9999 -9999
2017 07 01 11   280   250 -9999   180    40 -9999 -9999 -9999
2017 07 01 12   290   248 10081   140    30     7 -9999     0
2017 07 01 13   280   260 -9999   200    40 -9999 -9999 -9999
2017 07 01 14   260   250 -9999   210    20 -9999 -9999 -9999
2017 07 01 15   264   262 10087   140    20     9 -9999 -9999
2017 07 01 16   260   250 -9999   190    20 -9999 -9999 -9999
2017 07 01 17   260   250 -9999   190    30 -9999 -9999 -9999
2017 07 01 18   265   255 10072   140    30     9 -9999    40
2017 07 01 19   260   250 -9999   170    30 -9999 -9999 -9999
2017 07 01 20   260   250 -9999   190    30 -9999 -9999 -9999
2017 07 01 21   266   254 10075   160    10     9 -9999 -9999
2017 07 01 22   260   260 -9999   190    30 -9999 -9999 -9999
2017 07 01 23   270   260 -9999   190    20 -9999 -9999 -9999
2017 07 02 00   297   246 10082    90    10     2 -9999 -9999
2017 07 02 01   290   260 -9999   170    50 -9999 -9999 -9999
2017 07 02 02   300   260 -9999   160    60 -9999 -9999 -9999
2017 07 02 03   323   244 10081   180    30     6 -9999 -9999
2017 07 02 04   310   260 -9999   160    70 -9999 -9999 -9999
2017 07 02 05   310   250 -9999   170    60 -9999 -9999 -9999
2017 07 02 06   337   237 10061   160    50     5 -9999 -9999
2017 07 02 07   310   240 -9999   170    70 -9999 -9999 -9999
2017 07 02 08   310   240 -9999   170    60 -9999 -9999 -9999
2017 07 02 09   319   255 10055   160    70     4 -9999 -9999
2017 07 02 10   290   240 -9999   170    50 -9999 -9999 -9999
2017 07 02 11   280   240 -9999   180    50 -9999 -9999 -9999
2017 07 02 12   290   227 10078   160    50     6 -9999 -9999
2017 07 02 13   260   240 -9999   210    30 -9999 -9999 -9999
2017 07 02 14   270   250 -9999   170    40 -9999 -9999 -9999
